,title,abstract,paragraph,pub_date
323,"In New York, Anti-Abortion Centers Outnumber Abortion Clinics","Crisis pregnancy centers, which encourage women to give birth, prepare for a post-Roe world in a state that is considered a bastion of abortion rights.","Patricia Clinton was walking up East 149th Street in the South Bronx one afternoon last fall, ruminating over her decision to end an unexpected pregnancy. She was five weeks along, already a single parent to two children, and her finances were unstable. She wasn’t sure if the father of her unborn child would remain in the picture and didn’t think she could handle feeding a third mouth on her own.",2022-06-25T09:00:21+0000
324,Abortion Internet Site,"Doctors and Planned Parenthood officials say they will continue to provide abortion services in Westchester County, NY, despite listings on anti-abortion Internet site (S)","A Westchester doctor who provides fertility and abortion services and a former police chief are listed on an Internet site that tracks doctors who perform abortions, along with their staffs, law enforcement authorities and others who have supported abortion. It is the same Internet site that listed Dr. Barnett A. Slepian of Buffalo and then crossed out his name when he was shot and killed.",1998-11-08T05:00:00+0000
325,How to Interpret the Kansas Referendum on Abortion,Voters in the conservative state roundly rejected a measure that would have added a constitutional prohibition.,This episode contains mention of sexual assault.,2022-08-04T10:00:08+0000
326,Uncharted Territory on Abortion Politics,"Abortion rights groups responded to our story, claiming political momentum heading into 2020.","Hi. Welcome to On Politics, your guide to the day in national politics. I’m Lisa Lerer, your host, along with my colleague Elizabeth Dias, our religion reporter.",2019-12-03T00:30:04+0000
327,Spain’s Alarming Abortion Debate,The country could be the first European Union member to retreat on reproductive rights.,"Spain’s conservative Popular Party, led by Prime Minister Mariano Rajoy, is pushing a bill that would restrict reproductive rights so severely that many women would be forced to travel abroad to seek abortions or turn to illegal and risky procedures. The bill would allow abortion only in the case of rape or grave danger to the health of the mother as determined by two independent medical professionals. Minors who seek abortions would need parental approval. Fetal abnormalities would no longer qualify as a reason to terminate a pregnancy. If the bill is passed, Spain will become the first member of the European Union to retreat from a decades-long trend toward safe and legal abortion. ",2014-01-17T10:53:21+0000
328,California Expands Availability of Abortions,"Gov. Jerry Brown signed a bill allowing nurse practitioners, midwives and physician assistants to perform aspiration abortions during the first trimester.","LOS ANGELES — Gov. Jerry Brown on Wednesday expanded access to abortion in California, signing a bill to allow nurse practitioners, midwives and physician assistants to perform a common type of the procedure, an aspiration abortion, during the first trimester.",2013-10-10T00:36:12+0000
329,Kansas Abortion Amendment Election Results ,See full results and maps from the Kansas primary elections.,See full results and maps from the Kansas primary elections.,2022-08-03T16:09:10+0000
330,"Abortion in Italy, a Right Wronged",Why do 7 out of 10 Italian gynecologists refuse to terminate pregnancies when the procedure is legal?,"Late last month, Cosimo Borraccino, a left-wing member of the regional council for Apulia, in southern Italy, proposed passing a local law to require the enforcement of national legislation granting women access to abortion. His opponents on the council, mostly from center-right parties, said the bill was unnecessary and that Mr. Borraccino was “slamming into a wall of self-evidence.”",2017-11-13T08:06:35+0000
331,A Perilous Year for Abortion Rights ,"State battles continue over aggressive limitations, and bills with bad old ideas are introduced in the new Republican-controlled Congress.","The start of 2015 finds no letup in the attacks on a woman’s constitutionally protected right to make her own childbearing decisions. Republican lawmakers and organizations devoted to dismantling reproductive freedom have succeeded in shrinking the already inadequate number of abortion providers, making it exceedingly difficult, if not impossible, for women — especially young and poor women — to obtain safe and legal abortion services in large swaths Texas and other parts of the country. ",2015-01-20T08:27:21+0000
332,Mississippi Explains All on Abortion,The state’s attorney general is asking the Supreme Court to overturn Roe v. Wade.,"Attorney General Lynn Fitch of Mississippi made nationwide news last week when she asked the Supreme Court to overturn its two leading precedents on the right to abortion, Roe v. Wade and Planned Parenthood v. Casey. I was puzzled by the treatment of this filing as news, unless the news was that a state finally came clean with the court and told the justices what it really wanted them to do.",2021-07-29T09:00:17+0000
333,The Invisible Hand of Justice Stevens on Abortion,He was a leading if often unseen strategist who helped protect a woman’s right to choose.,"During the days following the death last Tuesday of Justice John Paul Stevens, admirers posted lists of their favorite and not-so-favorite Stevens opinions. Free speech on the internet?  A great one. No First Amendment protection for burning an American flag?  Not so great. Access to federal court for Guantánamo detainees?  Definitely. Upholding an Indiana voter ID requirement? Hmm … ",2019-07-20T18:30:05+0000
